WORD	PF	OTHER	RELATION	LLR	PEARSONRESID	LOGODDSRATIO	PMI	DELTAPC2W	DELTAPW2C	KLDC2W	KLDW2C
taken	10	33	attraction	52.9259765725223	17.568288441869	3.75909685837234	5.03711947564645	0.00999447179104599	0.225545608351963	0.0373114546922015	0.886229538927941
added	3	10	attraction	15.8060605232278	9.58313246131315	3.74200167048736	5.02597891804125	0.00299761140778882	0.223707473015073	0.0111452821714185	0.876566762354604
advanced	3	10	attraction	15.8060605232278	9.58313246131315	3.74200167048736	5.02597891804125	0.00299761140778882	0.223707473015073	0.0111452821714185	0.876566762354604
blessed	3	10	attraction	15.8060605232278	9.58313246131315	3.74200167048736	5.02597891804125	0.00299761140778882	0.223707473015073	0.0111452821714185	0.876566762354604
anticipated	2	7	attraction	10.3689892685747	7.66897681351689	3.69220724423426	4.97153113401887	0.00199597384010929	0.2151534192062	0.00732078574114597	0.830761653851241
forced	2	7	attraction	10.3689892685747	7.66897681351689	3.69220724423426	4.97153113401887	0.00199597384010929	0.2151534192062	0.00732078574114597	0.830761653851241
moved	2	7	attraction	10.3689892685747	7.66897681351689	3.69220724423426	4.97153113401887	0.00199597384010929	0.2151534192062	0.00732078574114597	0.830761653851241
helped	3	11	attraction	15.317306401211	9.21204490145545	3.64668418882929	4.91906371412473	0.00299031011253904	0.207223905331573	0.0108274135819357	0.788774066619756
shared	2	8	attraction	9.90984024322004	7.24881660876235	3.55866854995998	4.81952804057382	0.00198867254485951	0.1929311457344	0.00702006105039353	0.714566923326747
altered	1	4	attraction	4.95395995321871	5.12568737963353	3.55767264093224	4.81952804057382	0.000994336272429755	0.192924152130729	0.003509326621165	0.714566923326747
demonstrated	1	4	attraction	4.95395995321871	5.12568737963353	3.55767264093224	4.81952804057382	0.000994336272429755	0.192924152130729	0.003509326621165	0.714566923326747
distributed	1	4	attraction	4.95395995321871	5.12568737963353	3.55767264093224	4.81952804057382	0.000994336272429755	0.192924152130729	0.003509326621165	0.714566923326747
ended	1	4	attraction	4.95395995321871	5.12568737963353	3.55767264093224	4.81952804057382	0.000994336272429755	0.192924152130729	0.003509326621165	0.714566923326747
experienced	1	4	attraction	4.95395995321871	5.12568737963353	3.55767264093224	4.81952804057382	0.000994336272429755	0.192924152130729	0.003509326621165	0.714566923326747
freed	1	4	attraction	4.95395995321871	5.12568737963353	3.55767264093224	4.81952804057382	0.000994336272429755	0.192924152130729	0.003509326621165	0.714566923326747
offered	1	4	attraction	4.95395995321871	5.12568737963353	3.55767264093224	4.81952804057382	0.000994336272429755	0.192924152130729	0.003509326621165	0.714566923326747
questioned	1	4	attraction	4.95395995321871	5.12568737963353	3.55767264093224	4.81952804057382	0.000994336272429755	0.192924152130729	0.003509326621165	0.714566923326747
remained	1	4	attraction	4.95395995321871	5.12568737963353	3.55767264093224	4.81952804057382	0.000994336272429755	0.192924152130729	0.003509326621165	0.714566923326747
reposed	1	4	attraction	4.95395995321871	5.12568737963353	3.55767264093224	4.81952804057382	0.000994336272429755	0.192924152130729	0.003509326621165	0.714566923326747
